Accident_ID,Accident_Type_Code,Adverse_Weather_Metric,Cabin_Temperature,Control_Metric,Days_Since_Inspection,Max_Elevation,Safety_Score,Severity,Total_Safety_Complaints,Turbulence_In_gforces,Violations,source
792,6,0.0112415293720467,76.28,63.90154968094811,6,48288.1424354103,76.6666666666667,Minor_Damage_And_Injuries,1,0.205042192571222,2,train
7206,1,0.9201955634107042,76.8,60.6198723792161,13,25013.508786479502,28.0821917808219,Highly_Fatal_And_Damaging,2,0.38030364226469504,1,train
7234,4,0.0495178660399433,84.48,69.18869644484961,10,26603.6943333191,40.2283105022831,Highly_Fatal_And_Damaging,1,0.44593653083303203,2,train
10421,1,1.4620024262600901,83.57,61.5770282588879,15,39741.3462846585,31.9634703196347,Significant_Damage_And_Serious_Injuries,1,0.43259358095925005,2,train
8852,6,0.007545438471834629,76.95,77.98541476754791,11,28967.635325761403,46.4840182648402,Significant_Damage_And_Serious_Injuries,1,0.384631085467003,3,train
5501,3,0.15696186288629502,85.22,68.7784867821331,21,31224.5282436972,1.14155251141552,Highly_Fatal_And_Damaging,4,0.27139632167327804,1,train
1173,2,0.5161667651406379,77.08,86.9644484958979,10,38183.1809071596,38.1278538812785,Highly_Fatal_And_Damaging,4,0.346405337179949,2,train
8204,3,0.21217176858630898,78.54,82.2242479489517,20,42777.4259397778,15.753424657534199,Significant_Damage_And_Serious_Injuries,4,0.43619978362784007,0,train
7922,3,0.155972033378461,81.35,80.35551504102101,15,31177.118013451898,55.0228310502283,Significant_Damage_And_Fatalities,9,0.247234763793725,1,train
11767,4,0.0653794865659297,81.79,56.1531449407475,10,35769.9337769873,36.7579908675799,Significant_Damage_And_Fatalities,2,0.5436646231518211,2,train
6126,4,0.0640250122208822,87.86,73.5186873290793,12,34859.8063971959,31.9634703196347,Highly_Fatal_And_Damaging,8,0.412398846015146,1,train
9369,1,0.925964716461701,78.84,70.7383773928897,14,25158.3121080831,25.662100456620998,Highly_Fatal_And_Damaging,10,0.258053371799495,2,train
6355,6,0.0050566006059161,79.83,74.7948951686418,4,22659.2573373519,69.9086757990868,Significant_Damage_And_Serious_Injuries,21,0.32116191849982,2,train
496,6,0.00608880394708359,80.74,68.4594348222425,19,24534.844501230098,8.0365296803653,Highly_Fatal_And_Damaging,12,0.19891164803461897,2,train
10614,2,0.351388022143726,82.36,63.2634457611668,8,26040.2990908391,56.7579908675799,Significant_Damage_And_Serious_Injuries,21,0.37345185719437396,3,train
7141,3,0.15330564384665502,81.45,47.17411121239739,16,30708.3381124411,29.223744292237395,Minor_Damage_And_Injuries,7,0.5371734583483591,3,train
4460,5,0.0163890504418398,80.98,72.0145852324522,13,26069.3550793519,50.7762557077626,Minor_Damage_And_Injuries,6,0.22595816804904398,3,train
4653,6,0.00811790790848975,79.15,60.1640838650866,11,32832.4176893392,45.2511415525114,Significant_Damage_And_Serious_Injuries,1,0.34568409664623106,1,train
6533,6,0.0038389754318923297,76.61,78.3044667274385,15,14582.4606952481,32.9223744292237,Significant_Damage_And_Serious_Injuries,5,0.267429498737829,3,train
4042,4,0.0485064756050535,77.64,56.4721969006381,14,26257.387922929902,23.561643835616398,Significant_Damage_And_Fatalities,1,0.784558961413632,1,train
11727,4,0.0449289157473636,77.36,71.6043755697357,17,24287.3133510699,14.246575342465698,Highly_Fatal_And_Damaging,0,0.29014857554994605,3,train
1020,2,0.505377819866193,84.2,69.91795806745671,13,37251.6714030235,52.511415525114096,Minor_Damage_And_Injuries,7,0.4261024161557879,3,train
7723,4,0.0531058897859763,78.47,66.7730173199635,8,29261.0724381254,44.84018264840179,Highly_Fatal_And_Damaging,10,0.37345185719437396,2,train
2465,2,0.348220671345902,77.04,57.520510483135794,14,25806.0480465467,36.894977168949794,Significant_Damage_And_Serious_Injuries,0,0.560974395961053,2,train
3039,2,0.4764803271249,82.53,67.7757520510483,11,35370.911468562,61.2785388127854,Minor_Damage_And_Injuries,3,0.25264406779661,2,train
8564,5,0.0166987552175787,79.89,71.55879671832271,18,24905.0619902748,34.6575342465753,Minor_Damage_And_Injuries,0,0.363715109989181,1,train
251,3,0.195713491083689,82.02,58.6144029170465,12,39034.3704321108,42.4200913242009,Significant_Damage_And_Serious_Injuries,19,0.462164442841687,1,train
2131,5,0.0283736145115423,77.02,66.7274384685506,8,42734.061309104196,44.4292237442922,Highly_Fatal_And_Damaging,2,0.316834475297511,1,train
4977,3,0.19098604741638797,83.39,51.5952597994531,9,38304.3259164758,52.9223744292237,Minor_Damage_And_Injuries,2,0.509045077533357,0,train
1239,5,0.0145680287210896,85.4,38.9699179580674,14,21212.0283049257,60.1826484018265,Highly_Fatal_And_Damaging,33,0.631655968265416,3,train
6107,6,0.0082036562864502,82.66,85.8705560619873,10,32213.696003509904,48.310502283105,Significant_Damage_And_Serious_Injuries,6,0.26021709340064897,2,train
9563,4,0.0638525434029938,76.68,62.625341841385605,16,35012.6011594488,30.9132420091324,Significant_Damage_And_Serious_Injuries,2,0.30781896862603697,1,train
4285,6,0.00855215642370388,79.2,71.42206016408392,14,34804.2208097873,36.392694063926896,Significant_Damage_And_Serious_Injuries,11,0.392564731337901,2,train
985,3,0.196796525569438,77.78,65.67912488605289,14,39759.0225919132,38.7214611872146,Significant_Damage_And_Serious_Injuries,5,0.578644789037144,3,train
3124,1,0.9784546265153471,83.44,62.853236098450296,9,26641.2465110544,43.0593607305936,Highly_Fatal_And_Damaging,1,0.312507032095204,3,train
3190,3,0.16756358864324697,81.85,73.1540565177758,13,33680.0996768755,41.415525114155294,Significant_Damage_And_Serious_Injuries,14,0.33450486837360305,1,train
5332,6,0.0101310412085936,81.04,77.7575205104832,13,39739.718663767,39.634703196347,Significant_Damage_And_Serious_Injuries,6,0.260938333934367,2,train
4915,3,0.0782363458011667,78.75,73.33637192342749,17,15991.4147574307,25.251141552511395,Significant_Damage_And_Serious_Injuries,3,0.43295420122610906,2,train
5265,5,0.0228367689591343,79.97,61.2579762989973,11,33640.8300414984,60.5479452054795,Minor_Damage_And_Injuries,0,0.45639451857194396,1,train
7438,4,0.0484619583526901,86.57,72.0145852324522,9,26023.207256331498,41.0958904109589,Highly_Fatal_And_Damaging,2,0.350011539848539,2,train
3061,5,0.0253444907773519,79.29,62.07839562443029,15,35701.0921344288,31.9634703196347,Significant_Damage_And_Serious_Injuries,0,0.37236999639379703,2,train
6110,2,0.44974102871999705,83.01,64.5852324521422,11,33226.1306928098,58.4474885844749,Minor_Damage_And_Injuries,10,0.339553552109629,2,train
8836,5,0.0167112795961212,82.19,75.93436645396541,11,26346.5048146761,47.71689497716889,Significant_Damage_And_Serious_Injuries,2,0.293394157951677,1,train
12242,4,0.0664064222070882,78.71,56.973564266180496,12,36159.9008773321,65.4337899543379,Significant_Damage_And_Serious_Injuries,9,0.6341803101334289,4,train
6885,7,0.0011026362175773,81.13,71.4676390154968,10,16229.7283441618,73.607305936073,Significant_Damage_And_Fatalities,11,0.30998269022719105,3,train
10635,2,0.51978130044264,83.97,68.5961713764813,13,38266.3884130149,50.22831050228311,Minor_Damage_And_Injuries,12,0.3597482870537321,0,train
8076,7,0.00307261774491828,77.25,59.845031905196,12,32243.5526097867,43.287671232876704,Significant_Damage_And_Serious_Injuries,1,0.43042985935809597,4,train
9460,5,0.0195855691124162,83.71,66.3172288058341,10,30955.530849464503,61.41552511415521,Minor_Damage_And_Injuries,1,0.315752614496934,1,train
9777,6,0.0107524397887336,80.44,46.080218778486795,12,43993.907529507,55.5707762557078,Highly_Fatal_And_Damaging,21,0.541140281283808,3,train
3566,2,0.22104033381928,81.26,64.5852324521422,12,16069.2651727545,54.4292237442922,Minor_Damage_And_Injuries,11,0.348569058781104,1,train
1049,3,0.13743580153221802,77.46,45.2142206016409,10,27686.2413636474,49.5890410958904,Minor_Damage_And_Injuries,6,0.382467363865849,2,train
3915,7,0.00308072264679319,78.9,66.9097538742024,10,36281.1594419216,74.2009132420091,Significant_Damage_And_Fatalities,3,0.427905517490083,2,train
4704,6,0.00814549614910403,80.4,66.9097538742024,11,32471.866782537796,45.4794520547945,Significant_Damage_And_Serious_Injuries,2,0.419971871619185,2,train
5405,3,0.104226104747835,80.58,62.07839562443029,15,20692.5240026338,32.100456621004604,Significant_Damage_And_Serious_Injuries,20,0.299524702488279,2,train
6956,3,0.20847582305067103,78.56,74.7037374658159,11,41528.151296692995,47.71689497716889,Significant_Damage_And_Serious_Injuries,9,0.22523692751532604,2,train
3371,6,0.00538399196490689,81.33,75.93436645396541,20,22659.2573373519,14.8858447488584,Significant_Damage_And_Serious_Injuries,13,0.29591849981969,4,train
3046,2,0.3139417150984,77.86,69.5989061075661,17,23214.4912184096,37.4429223744292,Minor_Damage_And_Injuries,16,0.354699603317706,2,train
10986,3,0.11501936826429901,76.96,56.107566089334604,12,23159.6988748288,44.566210045662096,Minor_Damage_And_Injuries,3,0.34532347637937205,4,train
7800,2,0.7778018025432901,84.53,79.3072014585233,10,60869.7486975738,61.2785388127854,Minor_Damage_And_Injuries,3,0.31034331049404995,2,train
3650,2,0.315638700388621,84.63,67.31996353691889,17,23407.410999469,27.8538812785388,Significant_Damage_And_Serious_Injuries,5,0.49462026685899696,1,train
8404,4,0.0272796093112314,78.31,57.06472196900639,13,14367.9657224963,26.4840182648402,Significant_Damage_And_Fatalities,5,0.502553912729895,3,train
1090,7,0.00330924065880104,76.87,68.7784867821331,14,36156.8263602184,48.9041095890411,Minor_Damage_And_Injuries,1,0.323325640100974,2,train
488,7,0.00288440827898333,78.88,57.748404740200606,17,28203.4891265458,48.1278538812785,Significant_Damage_And_Fatalities,1,0.395810313739632,2,train
9852,3,0.11501936826429901,82.45,62.07839562443029,15,23157.2982287448,31.9634703196347,Significant_Damage_And_Serious_Injuries,0,0.46649188604399605,1,train
11228,2,0.69735889274579,87.34,60.7110300820419,11,52077.3016680616,60.4566210045662,Minor_Damage_And_Injuries,2,0.38030364226469504,3,train
6774,4,0.070322073016045,78.18,67.6845943482224,18,38634.4918369471,35.2511415525114,Minor_Damage_And_Injuries,8,0.34315975477821803,1,train
3507,4,0.061124830982299,80.27,61.212397447584294,15,33538.2092577659,33.7899543378995,Significant_Damage_And_Serious_Injuries,2,0.318276956364948,4,train
4517,6,0.00624651726327305,79.84,74.61257976299,18,24801.737975067797,12.4657534246575,Highly_Fatal_And_Damaging,3,0.23569491525423697,0,train
3116,3,0.208364579052776,79.32,69.8723792160438,11,41727.7322607161,45.5251141552511,Significant_Damage_And_Serious_Injuries,0,0.38174612333213104,1,train
9355,4,0.0618281120215323,81.45,39.8359161349134,14,34205.1278146446,24.7945205479452,Significant_Damage_And_Fatalities,12,0.43331482149296796,0,train
4573,6,0.00957855306754419,84.72,56.8824065633546,12,38521.3038909916,29.8173515981735,Highly_Fatal_And_Damaging,0,0.36443635052289897,4,train
4327,4,0.0800323426961933,78.68,67.0920692798541,10,44040.9929536786,38.9954337899543,Highly_Fatal_And_Damaging,0,0.385352326000721,0,train
8383,7,0.00258767024506275,76.75,58.4320875113947,18,30605.4321457317,23.8812785388128,Significant_Damage_And_Serious_Injuries,7,0.28221492967904804,2,train
227,1,0.7176306637004479,78.92,84.1841385597083,18,19621.875948338602,24.8401826484018,Significant_Damage_And_Serious_Injuries,2,0.33306238730616605,2,train
8661,7,0.00198107194251065,75.54,46.8094804010939,11,22083.715347256402,70.5022831050228,Significant_Damage_And_Serious_Injuries,0,0.45964010097367497,5,train
9935,7,0.0037778342515366,79.27,63.90154968094811,10,42647.0633080233,72.46575342465749,Significant_Damage_And_Fatalities,8,0.448100252434187,1,train
9347,3,0.18331092928732604,83.55,85.7793983591614,10,36676.100600582,50.4109589041096,Significant_Damage_And_Serious_Injuries,9,0.221270104579877,3,train
11620,5,0.0222726152360583,75.98,61.6681859617138,11,31702.3296639883,34.703196347032,Highly_Fatal_And_Damaging,19,0.523469888207717,0,train
6677,2,0.3749148192132071,82.22,47.7666362807658,16,27933.3453552046,30.0913242009132,Minor_Damage_And_Injuries,4,0.431151099891814,1,train
1221,4,0.0548654683705585,79.17,62.7164995442115,11,29944.115484551003,45.433789954337904,Significant_Damage_And_Serious_Injuries,1,0.23461305445365999,2,train
11759,2,0.51978130044264,82.03,55.1048313582498,11,38406.931881458,34.7945205479452,Highly_Fatal_And_Damaging,10,0.440887847097007,2,train
6643,3,0.12374128673581,83.9,57.2014585232452,12,25050.0244984021,43.972602739726,Significant_Damage_And_Serious_Injuries,0,0.441609087630725,1,train
1095,2,0.441091386952033,77.95,74.0200546946217,15,32538.6591268151,45.0228310502283,Minor_Damage_And_Injuries,8,0.238579877389109,1,train
5691,3,0.112198793945968,84.38,40.2917046490429,14,22327.5246569269,24.7945205479452,Significant_Damage_And_Fatalities,7,0.577923548503426,3,train
1890,4,0.0449289157473636,76.18,44.758432087511395,15,24189.277507375296,23.424657534246602,Significant_Damage_And_Fatalities,7,0.522748647673999,1,train
9419,4,0.0640250122208822,78.08,72.33363719234279,12,35054.2608595548,32.9680365296804,Highly_Fatal_And_Damaging,14,0.237858636855391,1,train
11673,2,0.45324629318165505,79.53,44.712853236098496,12,33768.9628637163,53.972602739726,Highly_Fatal_And_Damaging,12,0.705583122971511,1,train
11399,7,0.00296123311268106,77.41,65.1321786690975,14,32218.4656381463,59.6803652968037,Significant_Damage_And_Fatalities,1,0.293033537684818,2,train
8828,5,0.0245347549298593,78.4,74.9772105742936,10,35683.7170907573,40.2283105022831,Highly_Fatal_And_Damaging,10,0.326571222502704,1,train
7600,4,0.0400939791939182,82.73,62.7164995442115,12,21651.0494588669,31.552511415525103,Highly_Fatal_And_Damaging,2,0.42429931482149297,1,train
895,6,0.00532697752793188,78.95,46.6271649954421,15,21768.7855190636,34.8401826484018,Minor_Damage_And_Injuries,14,0.5371734583483591,2,train
11713,2,0.134834939340907,81.45,42.023701002734704,16,11503.388560834199,28.949771689497698,Minor_Damage_And_Injuries,7,0.47911359538406,3,train
12297,2,0.3836741210361911,79.73,72.151321786691,16,28549.7555524629,41.7351598173516,Minor_Damage_And_Injuries,22,0.272117562206996,0,train
9725,4,0.0264588314136203,82.8,59.2069279854148,9,14251.9158934857,40.365296803653,Highly_Fatal_And_Damaging,5,0.35686332491885997,1,train
8889,5,0.0128336115601887,75.4,62.7164995442115,14,19872.4691787797,36.712328767123296,Significant_Damage_And_Serious_Injuries,1,0.42429931482149297,3,train
7890,3,0.193047058646099,78.52,63.719234275296294,17,38835.975037127,38.1735159817352,Minor_Damage_And_Injuries,2,0.32080129823296005,1,train
7431,3,0.138981059396441,80.54,56.7000911577028,18,27850.9170757979,33.607305936073104,Highly_Fatal_And_Damaging,12,0.293033537684818,2,train
5696,2,0.415919626722151,76.98,70.0091157702826,16,30649.1913215042,42.6027397260274,Minor_Damage_And_Injuries,5,0.547270825820411,3,train
5171,1,0.8764818427547859,83.1,61.71376481312671,16,23785.962404025497,40.9132420091324,Minor_Damage_And_Injuries,3,0.38679480706815705,1,train
98,3,0.128032619795491,79.15,57.247037374658206,13,26044.9115519259,27.945205479452,Highly_Fatal_And_Damaging,5,0.21117273710782503,4,train
5599,7,0.00555060260851531,82.49,41.6134913400182,15,48338.7786128591,45.7077625570776,Highly_Fatal_And_Damaging,7,0.676733501622791,2,train
10302,1,1.0603906859471,81.35,86.918869644485,14,28834.576931173196,23.9269406392694,Highly_Fatal_And_Damaging,7,0.234973674720519,3,train
3027,7,0.0029187717985160603,88.57,66.362807657247,9,30197.0499678191,76.39269406392691,Significant_Damage_And_Fatalities,5,0.339914172376487,3,train
7048,6,0.00522411044585368,78.87,40.2917046490429,18,21720.5738257697,44.9315068493151,Significant_Damage_And_Serious_Injuries,10,0.557368193292463,3,train
7376,2,0.16749854389415697,77.69,46.4904284412033,11,9963.02930885873,58.0365296803653,Highly_Fatal_And_Damaging,0,0.6349015506671469,1,train
1283,4,0.0680694161849972,76.44,77.848678213309,20,37164.6419753701,5.2054794520547905,Highly_Fatal_And_Damaging,6,0.247234763793725,0,train
8478,3,0.16779486761915,81.21,79.6718322698268,11,33784.2260639489,36.11872146118721,Highly_Fatal_And_Damaging,3,0.284739271547061,1,train
6980,2,0.45649452276039204,86.52,42.023701002734704,7,33768.9628637163,70.0,Highly_Fatal_And_Damaging,20,0.575759826902272,1,train
2363,2,0.5012621497167511,81.16,57.247037374658206,10,37177.378925325094,61.461187214611904,Minor_Damage_And_Injuries,1,0.244349801658853,1,train
11097,4,0.0478333679622759,81.23,61.6226071103008,20,26059.560509835,28.630136986301398,Minor_Damage_And_Injuries,1,0.35542084385142403,4,train
8344,7,0.00135806999799443,81.23,68.64175022789429,16,15246.0930451473,17.3972602739726,Highly_Fatal_And_Damaging,19,0.267429498737829,2,train
10320,3,0.190028699243352,83.28,61.485870556062004,17,38168.2845511766,26.3013698630137,Significant_Damage_And_Serious_Injuries,30,0.36443635052289897,2,train
4700,1,0.42851569405620793,83.22,47.9945305378305,16,11648.2642436251,28.8127853881279,Minor_Damage_And_Injuries,2,0.40771078254597903,1,train
11918,5,0.0179965117276075,81.62,56.973564266180496,16,27850.9170757979,40.6392694063927,Highly_Fatal_And_Damaging,1,0.30349152542372904,2,train
11123,4,0.0665314538675571,82.22,68.5050136736554,8,36056.3247444592,46.25570776255711,Highly_Fatal_And_Damaging,8,0.42249621348719796,4,train
9201,2,0.533684621923382,83.6,56.38103919781221,7,39521.7363015936,71.324200913242,Highly_Fatal_And_Damaging,2,0.231728092318788,2,train
11245,3,0.27447787565096,83.97,52.9626253418414,19,56224.4463125981,22.922374429223698,Minor_Damage_And_Injuries,7,0.449542733501623,3,train
12013,3,0.0756091709686122,78.33,49.042844120328205,16,15252.2217803697,30.0,Minor_Damage_And_Injuries,6,0.374533717994951,2,train
6797,4,0.0373196077530156,80.81,57.383773928897,13,20375.8154327724,51.232876712328796,Minor_Damage_And_Injuries,14,0.4120382257482871,1,train
8790,1,1.6458905420451497,79.31,86.9644484958979,12,45265.3882053258,30.593607305936104,Highly_Fatal_And_Damaging,3,0.3629938694554629,3,train
10992,3,0.186318355278325,80.79,77.4384685505925,8,37288.2119708137,57.3059360730593,Significant_Damage_And_Serious_Injuries,5,0.41420194734944105,2,train
2355,3,0.233867615945716,79.6,58.7055606198724,15,47462.7280298216,42.9680365296804,Minor_Damage_And_Injuries,4,0.414923187883159,1,train
6800,7,0.00283482891951351,77.02,66.9097538742024,10,29676.601970759,73.5159817351598,Significant_Damage_And_Fatalities,4,0.377779300396682,3,train
7413,2,0.362071260670276,80.39,79.17046490428442,18,26701.689501,35.5251141552511,Minor_Damage_And_Injuries,0,0.32116191849982,2,train
7807,3,0.114395822423754,78.83,65.1777575205105,17,23070.428265413597,26.3013698630137,Significant_Damage_And_Serious_Injuries,4,0.45891886043995594,2,train
4917,5,0.0193100351190768,76.3,71.9234275296263,14,26538.322262979,38.7214611872146,Significant_Damage_And_Serious_Injuries,5,0.27788748647674,2,train
207,3,0.0841518390163713,81.02,61.2579762989973,17,17011.9552427058,26.7123287671233,Significant_Damage_And_Serious_Injuries,0,0.29447601875225393,2,train
126,3,0.0958059182791733,81.93,61.6226071103008,14,18915.509024870702,58.9954337899543,Significant_Damage_And_Fatalities,4,0.368403173458348,1,train
10073,7,0.00300586985694696,81.42,51.549680948040105,20,35247.2887973971,38.8127853881278,Significant_Damage_And_Serious_Injuries,2,0.491014064190407,1,train
5688,2,0.637297326574672,78.56,68.7329079307201,10,46546.8888050703,59.77168949771689,Minor_Damage_And_Injuries,17,0.192059862964299,3,train
1694,2,0.43676519148166204,81.01,60.027347310847794,12,32215.0676113939,52.9680365296804,Minor_Damage_And_Injuries,15,0.335947349441038,2,train
3030,1,0.846302653714557,78.47,78.94257064721971,17,23072.3623038096,38.4474885844749,Minor_Damage_And_Injuries,10,0.262380815001803,0,train
4863,3,0.189127877173483,79.68,78.1221513217867,12,38068.5442522449,29.7716894977169,Highly_Fatal_And_Damaging,2,0.276805625676163,4,train
42,1,1.34784952706186,77.91,37.283500455788605,15,37034.4056430355,22.7853881278539,Significant_Damage_And_Fatalities,4,0.5945120807789399,3,train
6239,3,0.135864511061758,81.07,68.1859617137648,13,27416.8061676674,38.767123287671204,Significant_Damage_And_Serious_Injuries,2,0.237498016588532,2,train
5002,3,0.264749960840887,86.09,62.5341841385597,7,53739.529122559405,83.6529680365297,Significant_Damage_And_Fatalities,9,0.410235124413992,3,train
457,4,0.067317117305982,84.14,61.303555150410205,6,36969.1983790329,50.50228310502279,Highly_Fatal_And_Damaging,5,0.48308041831950893,3,train
2522,4,0.0569905136266613,81.52,70.6927985414767,13,31677.4511328005,39.8173515981735,Significant_Damage_And_Serious_Injuries,2,0.205402812838081,2,train
114,6,0.0067948210839351795,81.74,41.659070191431205,16,28014.7185262694,30.0913242009132,Minor_Damage_And_Injuries,3,0.49750522899386895,3,train
1939,3,0.125717901664781,82.98,60.07292616226071,17,25131.3222040264,27.945205479452,Significant_Damage_And_Serious_Injuries,6,0.38102488279841296,2,train
2294,7,0.0016033383209366199,78.67,63.90154968094811,15,19028.4936151418,23.378995433789896,Highly_Fatal_And_Damaging,4,0.45603389830508395,2,train
1364,7,0.00247774512911839,76.65,65.0865998176846,14,23927.737231118197,47.4885844748858,Minor_Damage_And_Injuries,1,0.5029145329967539,1,train
6317,1,0.5894887082752671,77.3,65.9981768459435,20,16023.964437864499,16.6666666666667,Significant_Damage_And_Serious_Injuries,20,0.499308330328164,1,train
7171,2,0.389545009608015,84.36,69.64448495897899,14,28793.168694031498,23.9269406392694,Highly_Fatal_And_Damaging,16,0.302409664623152,3,train
10260,6,0.0059310930744335,81.85,71.8778486782133,15,25158.3121080831,31.369863013698602,Significant_Damage_And_Serious_Injuries,12,0.314310133429499,3,train
12271,7,0.0028541965446328603,86.43,57.520510483135794,9,30951.0633871869,76.027397260274,Significant_Damage_And_Fatalities,7,0.3932859718716189,4,train
5204,5,0.0179640495250665,77.65,57.8851412944394,15,26607.923991415897,22.1917808219178,Highly_Fatal_And_Damaging,27,0.49462026685899696,2,train
8922,6,0.00559553599617865,89.19,73.9288969917958,13,22719.484094763502,41.9634703196347,Significant_Damage_And_Serious_Injuries,2,0.37345185719437396,1,train
1520,2,0.5161667651406379,82.53,52.461257976299,16,37999.3671044333,28.8584474885845,Minor_Damage_And_Injuries,0,0.401219617742517,1,train
4434,2,0.5534518309191279,83.96,64.5852324521422,11,40909.5763164431,58.0365296803653,Minor_Damage_And_Injuries,18,0.339192931842769,1,train
1457,4,0.0776870335053078,79.51,66.5451230628988,13,41982.5624801639,28.2191780821918,Highly_Fatal_And_Damaging,6,0.298803461954562,3,train
1382,4,0.0621354412786752,83.08,64.2206016408387,8,33892.7702492079,44.703196347032005,Highly_Fatal_And_Damaging,10,0.462525063108547,2,train
11164,4,0.0758299007487241,80.44,69.4165907019143,13,41493.4938799816,52.1917808219178,Minor_Damage_And_Injuries,3,0.30637648755860103,3,train
4558,2,0.50630490065634,79.21,70.6927985414767,16,37236.7491118675,30.365296803653003,Significant_Damage_And_Serious_Injuries,9,0.42429931482149297,0,train
1206,4,0.0484508667497566,79.14,69.5077484047402,12,26453.276920390897,32.739726027397296,Highly_Fatal_And_Damaging,0,0.33702921024161503,3,train
10461,3,0.138981059396441,81.53,73.2907930720146,6,27827.8514266594,52.1461187214612,Significant_Damage_And_Serious_Injuries,3,0.244349801658853,3,train
6629,1,1.69386357691072,75.55,68.003646308113,15,45132.304848634805,33.3333333333333,Significant_Damage_And_Serious_Injuries,0,0.24002235845654502,2,train
11899,4,0.0758867263611491,80.25,48.222424794895204,13,41437.8040405652,41.0958904109589,Minor_Damage_And_Injuries,1,0.589824017309773,0,train
7745,7,0.00256331075226836,78.64,77.30173199635371,12,28815.0595298404,67.6712328767123,Significant_Damage_And_Fatalities,0,0.344602235845654,1,train
4920,2,0.433461888131798,82.99,55.6061987237922,16,32028.742081542598,40.7762557077626,Highly_Fatal_And_Damaging,6,0.262020194734944,1,train
10545,1,0.8902819480198572,78.11,66.1804922515953,17,24420.713003042,36.8493150684931,Minor_Damage_And_Injuries,1,0.329456184637577,4,train
4052,5,0.023547370390477995,81.23,81.9051959890611,11,33729.9660574611,45.7534246575342,Significant_Damage_And_Serious_Injuries,2,0.21658204111070997,3,train
3221,3,0.149447389548586,80.68,68.1403828623519,12,30098.5723888406,41.598173515981706,Significant_Damage_And_Serious_Injuries,28,0.276084385142445,1,train
3797,4,0.0670328004795129,76.43,53.919781221513205,15,36683.459920566296,20.2283105022831,Significant_Damage_And_Fatalities,1,0.5515982690227189,3,train
10181,6,0.0117574692248208,79.64,41.066545123062895,14,45350.7603179123,24.383561643835602,Highly_Fatal_And_Damaging,11,0.620837360259647,3,train
10863,3,0.156147792298604,81.2,54.3755697356427,16,31568.919072162003,30.3196347031963,Minor_Damage_And_Injuries,2,0.375254958528669,2,train
12303,2,0.343448656781249,82.71,57.9762989972653,11,25377.6139205903,46.5753424657534,Significant_Damage_And_Serious_Injuries,0,0.61939487919221,2,train
6105,4,0.0433250667401832,78.29,57.0191431175934,16,23654.6849407651,18.1735159817352,Significant_Damage_And_Fatalities,9,0.28870609448251,2,train
2625,1,1.2086516802079499,76.74,57.611668185961705,20,32734.066163725096,29.406392694063896,Minor_Damage_And_Injuries,10,0.219467003245582,2,train
8461,3,0.15634371942351402,80.9,57.4293527803099,8,31639.1855021958,54.5205479452055,Significant_Damage_And_Serious_Injuries,0,0.37020627479264295,2,train
71,3,0.17089911377233,78.68,66.5907019143118,10,34132.2412197546,39.8173515981735,Highly_Fatal_And_Damaging,2,0.40590768121168397,2,train
11226,2,0.3592587112154339,79.1,53.2360984503191,8,26637.374687927,68.2648401826484,Highly_Fatal_And_Damaging,2,0.45747637937252095,1,train
11157,3,0.195609414135821,77.71,46.718322698268004,13,39222.4051184905,28.4018264840183,Significant_Damage_And_Fatalities,12,0.6330984493328521,4,train
11340,3,0.173942207054393,77.6,57.9762989972653,11,34887.2172055117,69.36073059360729,Significant_Damage_And_Fatalities,13,0.620476739992787,4,train
10797,1,1.1122169439196001,79.15,74.1567912488605,16,30184.6648912744,18.1735159817352,Highly_Fatal_And_Damaging,1,0.222351965380454,0,train
3067,2,0.234381066415303,79.71,58.979033728350004,13,17341.3048298456,51.461187214611904,Minor_Damage_And_Injuries,3,0.32368626036783194,2,train
58,6,0.00914579273394588,74.85,59.7538742023701,20,35977.0123074185,40.5479452054794,Significant_Damage_And_Fatalities,6,0.488850342589253,1,train
12472,6,0.00624651726327305,79.23,59.57155879671829,14,24892.556125965697,25.8904109589041,Highly_Fatal_And_Damaging,2,0.36732131265777096,2,train
6280,6,0.009597840559474559,81.45,61.0300820419326,12,38809.3484903305,43.1963470319635,Significant_Damage_And_Serious_Injuries,13,0.40807140281283794,4,train
9516,4,0.065021549272478,84.48,73.1084776663628,10,35704.4771368743,39.726027397260296,Highly_Fatal_And_Damaging,6,0.330898665705012,3,train
4774,7,0.0035124130283169398,76.8,71.8778486782133,18,38899.6594446884,47.5342465753425,Significant_Damage_And_Fatalities,4,0.23894049765596803,2,train
1214,4,0.0464808144417715,81.02,59.480401093892496,14,25740.8803418544,36.5753424657534,Significant_Damage_And_Serious_Injuries,5,0.47190119004688,2,train
720,3,0.153635639691209,78.46,40.5651777575205,14,31006.5572504406,25.570776255707802,Significant_Damage_And_Fatalities,7,0.7351539848539491,1,train
258,3,0.170794962939637,78.56,80.4010938924339,12,34481.225822636,44.7488584474886,Significant_Damage_And_Serious_Injuries,6,0.340996033177064,3,train
1885,5,0.0191724652793724,80.19,57.247037374658206,10,27404.7071170152,61.7351598173516,Minor_Damage_And_Injuries,2,0.4145625676163,4,train
2532,6,0.00729169360955055,82.54,67.7757520510483,13,29821.3776614717,38.8127853881278,Significant_Damage_And_Serious_Injuries,23,0.255529029931482,2,train
